SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;L D SP;TRAC %;VOLTS;SLIP%;INJ;ADV;SHIF A;
1361 ;47:26,50 ;9532 ;53 ;89;28;76;0,916 ;64,2 ;46,3 ;0 ;12,4 ;-27 ;5,09 ;43,7 ;0 ;
1361 ;47:26,60 ;9337 ;52 ;89;28;77;0,921 ;64,5 ;45,3 ;0 ;12,3 ;-29 ;5,11 ;44,5 ;0 ;
1361 ;47:26,70 ;9337 ;52 ;89;28;77;0,921 ;64,5 ;45,3 ;0 ;12,3 ;-29 ;5,11 ;44,5 ;0 ;
1361 ;47:26,80 ;9132 ;52 ;89;28;77;0,897 ;61,7 ;44,3 ;0 ;12,4 ;-28 ;5,21 ;45,4 ;0 ;
1361 ;47:26,90 ;9132 ;52 ;89;28;77;0,897 ;61,7 ;44,3 ;0 ;12,4 ;-28 ;5,21 ;45,4 ;0 ;
1361 ;47:27,00 ;8765 ;51 ;89;28;78;0,852 ;64,3 ;42,6 ;0 ;12,6 ;-33 ;5,18 ;46,9 ;0 ;
1361 ;47:27,10 ;8765 ;51 ;89;28;78;0,852 ;64,3 ;42,6 ;0 ;12,6 ;-33 ;5,18 ;46,9 ;0 ;
1361 ;47:27,20 ;8503 ;51 ;89;28;80;0,818 ;58,1 ;41,3 ;0 ;12,4 ;-28 ;5,15 ;48,0 ;0 ;
1361 ;47:27,30 ;8503 ;51 ;89;28;80;0,818 ;58,1 ;41,3 ;0 ;12,4 ;-28 ;5,15 ;48,0 ;0 ;
1361 ;47:27,40 ;8385 ;49 ;89;28;80;0,802 ;60,9 ;40,7 ;0 ;12,5 ;-33 ;4,99 ;48,8 ;0 ;
1361 ;47:27,50 ;8385 ;49 ;89;28;80;0,802 ;60,9 ;40,7 ;0 ;12,5 ;-33 ;4,99 ;48,8 ;0 ;
1361 ;47:27,60 ;8095 ;45 ;89;28;78;0,809 ;52,9 ;39,3 ;0 ;12,6 ;-25 ;4,68 ;52,1 ;0 ;
1361 ;47:27,70 ;8095 ;45 ;89;28;78;0,809 ;52,9 ;39,3 ;0 ;12,6 ;-25 ;4,68 ;52,1 ;0 ;
1361 ;47:27,80 ;8102 ;42 ;89;28;77;0,836 ;49,2 ;39,3 ;0 ;12,4 ;-20 ;4,50 ;53,4 ;0 ;
1361 ;47:27,90 ;8102 ;42 ;89;28;77;0,836 ;49,2 ;39,3 ;0 ;12,4 ;-20 ;4,50 ;53,4 ;0 ;
1361 ;47:28,00 ;7928 ;40 ;89;28;76;0,832 ;53,8 ;38,5 ;0 ;12,6 ;-28 ;4,34 ;54,4 ;0 ;
1361 ;47:28,10 ;7928 ;40 ;89;28;76;0,832 ;53,8 ;38,5 ;0 ;12,6 ;-28 ;4,34 ;54,4 ;0 ;
1361 ;47:28,20 ;7838 ;37 ;89;28;75;0,792 ;50,2 ;38,1 ;0 ;12,4 ;-24 ;4,17 ;54,3 ;0 ;
1361 ;47:28,30 ;7838 ;37 ;89;28;75;0,792 ;50,2 ;38,1 ;0 ;12,4 ;-24 ;4,17 ;54,3 ;0 ;
1361 ;47:28,40 ;7298 ;33 ;89;28;74;0,755 ;48,1 ;35,4 ;0 ;12,6 ;-26 ;3,93 ;48,8 ;0 ;
1361 ;47:28,50 ;7298 ;33 ;89;28;74;0,755 ;48,1 ;35,4 ;0 ;12,6 ;-26 ;3,93 ;48,8 ;0 ;
1361 ;47:28,60 ;7405 ;32 ;89;28;72;0,756 ;47,2 ;36,0 ;0 ;12,6 ;-23 ;3,89 ;50,5 ;0 ;
1361 ;47:28,70 ;7405 ;32 ;89;28;72;0,756 ;47,2 ;36,0 ;0 ;12,6 ;-23 ;3,89 ;50,5 ;0 ;
1361 ;47:28,80 ;7006 ;29 ;89;28;71;0,730 ;48,5 ;34,0 ;0 ;12,5 ;-29 ;3,69 ;48,5 ;0 ;
1361 ;47:28,90 ;7006 ;29 ;89;28;71;0,730 ;48,5 ;34,0 ;0 ;12,5 ;-29 ;3,69 ;48,5 ;0 ;
1361 ;47:29,00 ;7186 ;28 ;89;28;68;0,725 ;45,9 ;34,9 ;0 ;12,7 ;-23 ;3,64 ;50,6 ;0 ;
1361 ;47:29,10 ;7186 ;28 ;89;28;68;0,725 ;45,9 ;34,9 ;0 ;12,7 ;-23 ;3,64 ;50,6 ;0 ;
1361 ;47:29,20 ;6800 ;23 ;89;28;65;0,740 ;47,3 ;33,0 ;0 ;12,6 ;-30 ;3,41 ;49,0 ;0 ;
1361 ;47:29,30 ;6800 ;23 ;89;28;65;0,740 ;47,3 ;33,0 ;0 ;12,6 ;-30 ;3,41 ;49,0 ;0 ;
1361 ;47:29,40 ;6921 ;20 ;89;28;61;0,750 ;45,6 ;33,6 ;0 ;12,6 ;-26 ;3,23 ;51,4 ;0 ;
1361 ;47:29,50 ;6921 ;20 ;89;28;61;0,750 ;45,6 ;33,6 ;0 ;12,6 ;-26 ;3,23 ;51,4 ;0 ;
1361 ;47:29,60 ;6618 ;17 ;89;28;60;0,776 ;46,3 ;32,1 ;0 ;12,4 ;-30 ;3,24 ;49,6 ;0 ;
1361 ;47:29,70 ;6618 ;17 ;89;28;60;0,776 ;46,3 ;32,1 ;0 ;12,4 ;-30 ;3,24 ;49,6 ;0 ;
1361 ;47:29,80 ;7156 ;17 ;89;28;58;0,905 ;44,9 ;34,7 ;0 ;12,4 ;-22 ;3,04 ;54,1 ;0 ;
1361 ;47:29,90 ;7156 ;17 ;89;28;58;0,905 ;44,9 ;34,7 ;0 ;12,4 ;-22 ;3,04 ;54,1 ;0 ;
1361 ;47:30,00 ;6944 ;17 ;89;28;55;0,916 ;45,9 ;33,7 ;0 ;12,7 ;-26 ;3,09 ;52,8 ;0 ;
1361 ;47:30,10 ;6944 ;17 ;89;28;55;0,916 ;45,9 ;33,7 ;0 ;12,7 ;-26 ;3,09 ;52,8 ;0 ;
1361 ;47:30,20 ;6918 ;15 ;89;28;52;0,814 ;48,1 ;33,6 ;0 ;12,6 ;-30 ;3,08 ;54,3 ;0 ;
1361 ;47:30,30 ;6918 ;15 ;89;28;52;0,814 ;48,1 ;33,6 ;0 ;12,6 ;-30 ;3,08 ;54,3 ;0 ;
1361 ;47:30,40 ;6658 ;10 ;89;28;51;0,776 ;48,2 ;32,3 ;0 ;12,7 ;-32 ;3,80 ;54,8 ;0 ;
1361 ;47:30,50 ;6658 ;10 ;89;28;51;0,776 ;48,2 ;32,3 ;0 ;12,7 ;-32 ;3,80 ;54,8 ;0 ;
1361 ;47:30,60 ;6578 ;8 ;89;28;52;0,759 ;48,9 ;32,2 ;0 ;12,3 ;-34 ;4,13 ;53,7 ;0 ;
1361 ;47:30,70 ;6578 ;8 ;89;28;52;0,759 ;48,9 ;32,2 ;0 ;12,3 ;-34 ;4,13 ;53,7 ;0 ;
1361 ;47:30,80 ;7006 ;9 ;89;28;54;0,768 ;51,7 ;34,0 ;0 ;12,4 ;-34 ;3,83 ;56,0 ;0 ;
1361 ;47:30,90 ;7006 ;9 ;89;28;54;0,768 ;51,7 ;34,0 ;0 ;12,4 ;-34 ;3,83 ;56,0 ;0 ;
1361 ;47:31,00 ;7113 ;10 ;89;28;56;0,784 ;50,3 ;34,5 ;0 ;12,6 ;-31 ;3,53 ;56,4 ;0 ;
1361 ;47:31,10 ;7113 ;10 ;89;28;56;0,784 ;50,3 ;34,5 ;0 ;12,6 ;-31 ;3,53 ;56,4 ;0 ;
1361 ;47:31,20 ;7186 ;11 ;89;28;61;0,796 ;46,5 ;34,9 ;0 ;12,3 ;-24 ;3,29 ;56,7 ;0 ;
1361 ;47:31,30 ;7186 ;11 ;89;28;61;0,796 ;46,5 ;34,9 ;0 ;12,3 ;-24 ;3,29 ;56,7 ;0 ;
1361 ;47:31,40 ;7140 ;19 ;89;28;66;0,792 ;50,2 ;34,7 ;0 ;12,4 ;-30 ;3,12 ;53,3 ;0 ;
1361 ;47:31,50 ;7140 ;19 ;89;28;66;0,792 ;50,2 ;34,7 ;0 ;12,4 ;-30 ;3,12 ;53,3 ;0 ;
1361 ;47:31,60 ;7164 ;22 ;89;28;68;0,784 ;48,3 ;34,8 ;0 ;12,5 ;-27 ;3,29 ;52,9 ;0 ;
1361 ;47:31,70 ;7164 ;22 ;89;28;68;0,784 ;48,3 ;34,8 ;0 ;12,5 ;-27 ;3,29 ;52,9 ;0 ;
1361 ;47:31,80 ;6890 ;24 ;89;28;69;0,796 ;45,6 ;33,4 ;0 ;12,5 ;-26 ;3,45 ;50,0 ;0 ;
1361 ;47:31,90 ;6890 ;24 ;89;28;69;0,796 ;45,6 ;33,4 ;0 ;12,5 ;-26 ;3,45 ;50,0 ;0 ;
1361 ;47:32,00 ;6903 ;22 ;89;28;69;1,121 ;46,9 ;33,5 ;0 ;12,6 ;-28 ;3,33 ;50,7 ;0 ;
1361 ;47:32,10 ;6903 ;22 ;89;28;69;1,121 ;46,9 ;33,5 ;0 ;12,6 ;-28 ;3,33 ;50,7 ;0 ;
1361 ;47:32,20 ;7134 ;26 ;89;28;72;1,026 ;45,0 ;34,7 ;0 ;12,3 ;-22 ;4,16 ;51,6 ;0 ;
1361 ;47:32,30 ;7134 ;26 ;89;28;72;1,026 ;45,0 ;34,7 ;0 ;12,3 ;-22 ;4,16 ;51,6 ;0 ;
1361 ;47:32,40 ;7908 ;37 ;89;28;70;0,817 ;46,2 ;38,4 ;0 ;11,2 ;-16 ;7,01 ;51,0 ;0 ;
1361 ;47:32,50 ;7908 ;37 ;89;28;70;0,817 ;46,2 ;38,4 ;0 ;11,2 ;-16 ;7,01 ;51,0 ;0 ;
1361 ;47:32,60 ;8979 ;37 ;89;28;69;0,839 ;44,2 ;43,6 ;0 ;12,4 ;-1 ;4,21 ;44,8 ;0 ;
1361 ;47:32,70 ;8979 ;37 ;89;28;69;0,839 ;44,2 ;43,6 ;0 ;12,4 ;-1 ;4,21 ;44,8 ;0 ;
1361 ;47:32,80 ;8644 ;41 ;89;28;73;0,846 ;44,0 ;42,1 ;0 ;12,5 ;-4 ;4,50 ;47,7 ;0 ;
1361 ;47:32,90 ;8644 ;41 ;89;28;73;0,846 ;44,0 ;42,1 ;0 ;12,5 ;-4 ;4,50 ;47,7 ;0 ;
1361 ;47:33,00 ;8267 ;42 ;89;28;77;0,814 ;41,0 ;40,1 ;0 ;12,5 ;-2 ;4,52 ;51,8 ;0 ;
1361 ;47:33,10 ;8267 ;42 ;89;28;77;0,814 ;41,0 ;40,1 ;0 ;12,5 ;-2 ;4,52 ;51,8 ;0 ;
1361 ;47:33,20 ;7838 ;41 ;89;28;79;0,783 ;39,4 ;38,0 ;0 ;12,5 ;-3 ;4,39 ;53,1 ;0 ;
1361 ;47:33,30 ;7838 ;41 ;89;28;79;0,783 ;39,4 ;38,0 ;0 ;12,5 ;-3 ;4,39 ;53,1 ;0 ;
1361 ;47:33,40 ;7674 ;41 ;89;28;82;0,794 ;37,5 ;37,0 ;0 ;12,4 ;-1 ;4,35 ;51,1 ;0 ;
1361 ;47:33,50 ;7674 ;41 ;89;28;82;0,794 ;37,5 ;37,0 ;0 ;12,4 ;-1 ;4,35 ;51,1 ;0 ;
1361 ;47:33,60 ;6641 ;41 ;89;28;83;0,827 ;35,3 ;32,2 ;0 ;12,4 ;-8 ;4,43 ;41,2 ;0 ;
1361 ;47:33,70 ;6641 ;41 ;89;28;83;0,827 ;35,3 ;32,2 ;0 ;12,4 ;-8 ;4,43 ;41,2 ;0 ;
1361 ;47:33,80 ;7443 ;41 ;89;28;80;0,882 ;29,1 ;36,1 ;20 ;12,5 ;24 ;4,33 ;49,3 ;0 ;
1361 ;47:33,90 ;7443 ;41 ;89;28;80;0,882 ;29,1 ;36,1 ;20 ;12,5 ;24 ;4,33 ;49,3 ;0 ;
1361 ;47:34,00 ;6620 ;35 ;89;28;77;0,978 ;32,8 ;32,1 ;0 ;12,4 ;-2 ;4,13 ;41,3 ;0 ;
1361 ;47:34,10 ;6620 ;35 ;89;28;77;0,978 ;32,8 ;32,1 ;0 ;12,4 ;-2 ;4,13 ;41,3 ;0 ;
1361 ;47:34,20 ;5765 ;31 ;89;28;66;0,950 ;33,6 ;28,0 ;0 ;12,6 ;-16 ;4,15 ;35,2 ;0 ;
1361 ;47:34,30 ;5765 ;31 ;89;28;66;0,950 ;33,6 ;28,0 ;0 ;12,6 ;-16 ;4,15 ;35,2 ;0 ;
1361 ;47:34,40 ;5835 ;9 ;89;28;52;0,833 ;34,9 ;28,3 ;0 ;12,6 ;-18 ;4,20 ;48,7 ;0 ;
1361 ;47:34,50 ;5835 ;9 ;89;28;52;0,833 ;34,9 ;28,3 ;0 ;12,6 ;-18 ;4,20 ;48,7 ;0 ;
1361 ;47:34,60 ;6505 ;7 ;89;28;49;0,764 ;38,8 ;31,6 ;0 ;12,5 ;-18 ;4,23 ;48,5 ;0 ;
1361 ;47:34,70 ;6505 ;7 ;89;28;49;0,764 ;38,8 ;31,6 ;0 ;12,5 ;-18 ;4,23 ;48,5 ;0 ;
1361 ;47:34,80 ;6773 ;7 ;89;28;49;0,758 ;40,2 ;32,9 ;0 ;12,7 ;-18 ;4,18 ;49,7 ;0 ;
1361 ;47:34,90 ;6773 ;7 ;89;28;49;0,758 ;40,2 ;32,9 ;0 ;12,7 ;-18 ;4,18 ;49,7 ;0 ;
1361 ;47:35,00 ;7482 ;7 ;89;28;51;0,785 ;36,4 ;36,3 ;0 ;12,5 ;0 ;3,52 ;52,1 ;0 ;
1361 ;47:35,10 ;7482 ;7 ;89;28;51;0,785 ;36,4 ;36,3 ;0 ;12,5 ;0 ;3,52 ;52,1 ;0 ;
1361 ;47:35,20 ;7828 ;12 ;89;28;56;0,784 ;39,9 ;38,0 ;0 ;12,4 ;-4 ;2,85 ;59,2 ;0 ;
1361 ;47:35,30 ;7828 ;12 ;89;28;56;0,784 ;39,9 ;38,0 ;0 ;12,4 ;-4 ;2,85 ;59,2 ;0 ;
1361 ;47:35,40 ;7921 ;18 ;89;28;60;0,790 ;38,1 ;38,5 ;0 ;12,5 ;1 ;2,87 ;57,5 ;0 ;
1361 ;47:35,50 ;7921 ;18 ;89;28;60;0,790 ;38,1 ;38,5 ;0 ;12,5 ;1 ;2,87 ;57,5 ;0 ;
1361 ;47:35,60 ;7416 ;18 ;89;28;63;0,817 ;35,3 ;36,0 ;0 ;12,4 ;1 ;3,03 ;54,9 ;0 ;
1361 ;47:35,70 ;7416 ;18 ;89;28;63;0,817 ;35,3 ;36,0 ;0 ;12,4 ;1 ;3,03 ;54,9 ;0 ;
1361 ;47:35,80 ;7192 ;20 ;89;28;66;0,831 ;36,7 ;34,9 ;0 ;12,5 ;-4 ;3,18 ;53,4 ;0 ;
1361 ;47:35,90 ;7192 ;20 ;89;28;66;0,831 ;36,7 ;34,9 ;0 ;12,5 ;-4 ;3,18 ;53,4 ;0 ;
1361 ;47:36,00 ;7151 ;22 ;89;28;68;0,847 ;32,4 ;34,7 ;0 ;12,6 ;7 ;3,29 ;52,8 ;0 ;
1361 ;47:36,10 ;7151 ;22 ;89;28;68;0,847 ;32,4 ;34,7 ;0 ;12,6 ;7 ;3,29 ;52,8 ;0 ;
1361 ;47:36,20 ;7059 ;23 ;89;28;71;0,857 ;31,9 ;34,3 ;0 ;12,4 ;7 ;3,35 ;52,3 ;0 ;
1361 ;47:36,30 ;7059 ;23 ;89;28;71;0,857 ;31,9 ;34,3 ;0 ;12,4 ;7 ;3,35 ;52,3 ;0 ;
1361 ;47:36,40 ;6949 ;28 ;89;28;73;0,842 ;31,3 ;33,7 ;0 ;12,5 ;7 ;3,65 ;48,5 ;0 ;
1361 ;47:36,50 ;6949 ;28 ;89;28;73;0,842 ;31,3 ;33,7 ;0 ;12,5 ;7 ;3,65 ;48,5 ;0 ;
1361 ;47:36,60 ;6803 ;28 ;89;28;73;0,812 ;28,5 ;33,0 ;7 ;12,7 ;15 ;3,69 ;46,5 ;0 ;
1361 ;47:36,70 ;6803 ;28 ;89;28;73;0,812 ;28,5 ;33,0 ;7 ;12,7 ;15 ;3,69 ;46,5 ;0 ;
1361 ;47:36,80 ;6672 ;28 ;89;28;74;0,780 ;28,6 ;32,4 ;4 ;12,3 ;13 ;3,73 ;44,8 ;0 ;
1361 ;47:36,90 ;6672 ;28 ;89;28;74;0,780 ;28,6 ;32,4 ;4 ;12,3 ;13 ;3,73 ;44,8 ;0 ;
1361 ;47:37,00 ;6630 ;28 ;89;28;74;0,789 ;26,1 ;32,2 ;18 ;12,5 ;23 ;3,74 ;44,2 ;0 ;
1361 ;47:37,10 ;6630 ;28 ;89;28;74;0,789 ;26,1 ;32,2 ;18 ;12,5 ;23 ;3,74 ;44,2 ;0 ;
1361 ;47:37,20 ;6651 ;28 ;89;28;74;0,857 ;25,1 ;32,5 ;25 ;12,5 ;29 ;3,72 ;45,0 ;0 ;
1361 ;47:37,30 ;6651 ;28 ;89;28;74;0,857 ;25,1 ;32,5 ;25 ;12,5 ;29 ;3,72 ;45,0 ;0 ;
1361 ;47:37,40 ;6347 ;27 ;89;28;75;0,900 ;24,7 ;30,8 ;20 ;12,3 ;24 ;3,75 ;40,6 ;0 ;
1361 ;47:37,50 ;6347 ;27 ;89;28;75;0,900 ;24,7 ;30,8 ;20 ;12,3 ;24 ;3,75 ;40,6 ;0 ;
1361 ;47:37,60 ;6317 ;26 ;89;28;74;0,834 ;23,6 ;30,7 ;25 ;12,3 ;30 ;3,71 ;40,6 ;0 ;
1361 ;47:37,70 ;6317 ;26 ;89;28;74;0,834 ;23,6 ;30,7 ;25 ;12,3 ;30 ;3,71 ;40,6 ;0 ;
1361 ;47:37,80 ;6071 ;26 ;89;28;75;0,789 ;26,7 ;29,5 ;0 ;12,3 ;10 ;3,77 ;36,9 ;0 ;
1361 ;47:37,90 ;6071 ;26 ;89;28;75;0,789 ;26,7 ;29,5 ;0 ;12,3 ;10 ;3,77 ;36,9 ;0 ;
1361 ;47:38,00 ;5916 ;25 ;89;28;74;0,812 ;23,0 ;28,7 ;20 ;12,6 ;24 ;3,76 ;35,7 ;0 ;
1361 ;47:38,10 ;5916 ;25 ;89;28;74;0,812 ;23,0 ;28,7 ;20 ;12,6 ;24 ;3,76 ;35,7 ;0 ;
1361 ;47:38,20 ;6085 ;22 ;89;28;70;0,955 ;25,5 ;29,5 ;7 ;12,7 ;15 ;3,55 ;39,0 ;0 ;
1361 ;47:38,30 ;6085 ;22 ;89;28;70;0,955 ;25,5 ;29,5 ;7 ;12,7 ;15 ;3,55 ;39,0 ;0 ;
1361 ;47:38,40 ;5824 ;20 ;89;28;69;0,977 ;25,3 ;28,3 ;1 ;12,6 ;11 ;3,51 ;38,6 ;0 ;
1361 ;47:38,50 ;5824 ;20 ;89;28;69;0,977 ;25,3 ;28,3 ;1 ;12,6 ;11 ;3,51 ;38,6 ;0 ;
1361 ;47:38,60 ;5552 ;19 ;89;28;62;0,933 ;24,7 ;26,9 ;0 ;12,8 ;8 ;3,54 ;38,4 ;0 ;
1361 ;47:38,70 ;5552 ;19 ;89;28;62;0,933 ;24,7 ;26,9 ;0 ;12,8 ;8 ;3,54 ;38,4 ;0 ;
1361 ;47:38,80 ;5821 ;7 ;89;28;56;0,819 ;27,8 ;28,3 ;0 ;12,7 ;1 ;4,35 ;44,0 ;0 ;
1361 ;47:38,90 ;5821 ;7 ;89;28;56;0,819 ;27,8 ;28,3 ;0 ;12,7 ;1 ;4,35 ;44,0 ;0 ;
1361 ;47:39,00 ;5901 ;7 ;89;28;56;0,767 ;30,5 ;28,6 ;0 ;12,4 ;-6 ;4,35 ;45,0 ;0 ;
1361 ;47:39,10 ;5901 ;7 ;89;28;56;0,767 ;30,5 ;28,6 ;0 ;12,4 ;-6 ;4,35 ;45,0 ;0 ;
1361 ;47:39,20 ;6001 ;7 ;89;28;55;0,763 ;32,7 ;29,1 ;0 ;12,6 ;-11 ;4,35 ;46,2 ;0 ;
1361 ;47:39,30 ;6001 ;7 ;89;28;55;0,763 ;32,7 ;29,1 ;0 ;12,6 ;-11 ;4,35 ;46,2 ;0 ;
1361 ;47:39,40 ;6632 ;8 ;89;28;56;0,750 ;34,4 ;32,2 ;0 ;12,6 ;-6 ;4,12 ;53,7 ;0 ;
1361 ;47:39,50 ;6632 ;8 ;89;28;56;0,750 ;34,4 ;32,2 ;0 ;12,6 ;-6 ;4,12 ;53,7 ;0 ;
1361 ;47:39,60 ;7078 ;11 ;89;28;60;0,736 ;36,0 ;34,4 ;0 ;12,5 ;-4 ;3,36 ;56,2 ;0 ;
1361 ;47:39,70 ;7078 ;11 ;89;28;60;0,736 ;36,0 ;34,4 ;0 ;12,5 ;-4 ;3,36 ;56,2 ;0 ;
1361 ;47:39,80 ;7402 ;18 ;89;28;61;0,726 ;34,7 ;35,9 ;0 ;12,5 ;3 ;3,03 ;54,8 ;0 ;
1361 ;47:39,90 ;7402 ;18 ;89;28;61;0,726 ;34,7 ;35,9 ;0 ;12,5 ;3 ;3,03 ;54,8 ;0 ;
1361 ;47:40,00 ;7104 ;18 ;89;28;61;0,737 ;33,7 ;34,5 ;0 ;12,6 ;2 ;3,08 ;53,2 ;0 ;
1361 ;47:40,10 ;7104 ;18 ;89;28;61;0,737 ;33,7 ;34,5 ;0 ;12,6 ;2 ;3,08 ;53,2 ;0 ;
1361 ;47:40,20 ;6916 ;18 ;89;28;60;0,764 ;36,7 ;33,6 ;0 ;12,3 ;-8 ;3,12 ;51,6 ;0 ;
1361 ;47:40,30 ;6916 ;18 ;89;28;60;0,764 ;36,7 ;33,6 ;0 ;12,3 ;-8 ;3,12 ;51,6 ;0 ;
1361 ;47:40,40 ;7001 ;17 ;89;28;59;0,774 ;34,6 ;34,0 ;0 ;12,5 ;-1 ;3,06 ;53,4 ;0 ;
1361 ;47:40,50 ;7001 ;17 ;89;28;59;0,774 ;34,6 ;34,0 ;0 ;12,5 ;-1 ;3,06 ;53,4 ;0 ;
1361 ;47:40,60 ;6641 ;16 ;89;28;58;0,785 ;36,9 ;32,3 ;0 ;12,3 ;-12 ;3,26 ;51,6 ;0 ;
1361 ;47:40,70 ;6641 ;16 ;89;28;58;0,785 ;36,9 ;32,3 ;0 ;12,3 ;-12 ;3,26 ;51,6 ;0 ;
1361 ;47:40,80 ;6639 ;14 ;89;28;56;0,812 ;35,1 ;32,2 ;0 ;12,5 ;-8 ;3,32 ;54,6 ;0 ;
1361 ;47:40,90 ;6639 ;14 ;89;28;56;0,812 ;35,1 ;32,2 ;0 ;12,5 ;-8 ;3,32 ;54,6 ;0 ;
1361 ;47:41,00 ;6730 ;14 ;89;28;55;0,903 ;35,4 ;32,7 ;0 ;12,7 ;-7 ;3,25 ;54,9 ;0 ;
1361 ;47:41,10 ;6730 ;14 ;89;28;55;0,903 ;35,4 ;32,7 ;0 ;12,7 ;-7 ;3,25 ;54,9 ;0 ;
1361 ;47:41,20 ;6843 ;13 ;89;28;53;0,972 ;35,5 ;32,9 ;0 ;12,4 ;-7 ;3,20 ;56,1 ;0 ;
1361 ;47:41,30 ;6843 ;13 ;89;28;53;0,972 ;35,5 ;32,9 ;0 ;12,4 ;-7 ;3,20 ;56,1 ;0 ;
1361 ;47:41,40 ;6833 ;13 ;89;28;51;0,988 ;38,5 ;33,2 ;0 ;12,4 ;-13 ;3,15 ;56,1 ;0 ;
1361 ;47:41,50 ;6833 ;13 ;89;28;51;0,988 ;38,5 ;33,2 ;0 ;12,4 ;-13 ;3,15 ;56,1 ;0 ;
1361 ;47:41,60 ;6875 ;12 ;89;28;48;1,005 ;37,9 ;33,4 ;0 ;12,6 ;-11 ;3,29 ;55,8 ;0 ;
1361 ;47:41,70 ;6875 ;12 ;89;28;48;1,005 ;37,9 ;33,4 ;0 ;12,6 ;-11 ;3,29 ;55,8 ;0 ;
1361 ;47:41,80 ;7025 ;8 ;89;28;46;1,011 ;37,5 ;34,1 ;0 ;12,4 ;-9 ;4,02 ;56,0 ;0 ;
1361 ;47:41,90 ;7025 ;8 ;89;28;46;1,011 ;37,5 ;34,1 ;0 ;12,4 ;-9 ;4,02 ;56,0 ;0 ;
1361 ;47:42,00 ;7292 ;7 ;89;28;45;1,003 ;37,1 ;35,4 ;0 ;12,6 ;-4 ;3,75 ;51,5 ;0 ;
1361 ;47:42,10 ;7292 ;7 ;89;28;45;1,003 ;37,1 ;35,4 ;0 ;12,6 ;-4 ;3,75 ;51,5 ;0 ;
1361 ;47:42,20 ;7591 ;7 ;89;28;44;0,989 ;39,7 ;36,9 ;0 ;12,5 ;-7 ;3,39 ;53,5 ;0 ;
1361 ;47:42,30 ;7591 ;7 ;89;28;44;0,989 ;39,7 ;36,9 ;0 ;12,5 ;-7 ;3,39 ;53,5 ;0 ;
1361 ;47:42,40 ;7848 ;7 ;89;28;44;0,977 ;40,6 ;38,3 ;0 ;12,4 ;-5 ;3,02 ;58,3 ;0 ;
1361 ;47:42,50 ;7848 ;7 ;89;28;44;0,977 ;40,6 ;38,3 ;0 ;12,4 ;-5 ;3,02 ;58,3 ;0 ;
1361 ;47:42,60 ;8348 ;7 ;89;28;43;0,966 ;43,3 ;40,5 ;0 ;12,3 ;-6 ;2,80 ;60,0 ;0 ;
1361 ;47:42,70 ;8348 ;7 ;89;28;43;0,966 ;43,3 ;40,5 ;0 ;12,3 ;-6 ;2,80 ;60,0 ;0 ;
1361 ;47:42,80 ;8503 ;7 ;89;28;43;0,972 ;43,6 ;41,3 ;0 ;12,5 ;-5 ;2,76 ;60,0 ;0 ;
1361 ;47:42,90 ;8503 ;7 ;89;28;43;0,972 ;43,6 ;41,3 ;0 ;12,5 ;-5 ;2,76 ;60,0 ;0 ;
1361 ;47:43,00 ;8704 ;7 ;89;28;42;1,017 ;46,4 ;42,4 ;0 ;12,4 ;-8 ;2,71 ;60,0 ;0 ;
1361 ;47:43,10 ;8704 ;7 ;89;28;42;1,017 ;46,4 ;42,4 ;0 ;12,4 ;-8 ;2,71 ;60,0 ;0 ;
1361 ;47:43,20 ;8958 ;7 ;89;28;42;0,979 ;44,0 ;43,5 ;0 ;12,5 ;-1 ;2,65 ;60,0 ;0 ;
1361 ;47:43,30 ;8958 ;7 ;89;28;42;0,979 ;44,0 ;43,5 ;0 ;12,5 ;-1 ;2,65 ;60,0 ;0 ;
1361 ;47:43,40 ;9659 ;7 ;89;28;42;0,833 ;54,5 ;47,2 ;0 ;12,4 ;-13 ;2,62 ;60,0 ;0 ;
1361 ;47:43,50 ;9659 ;7 ;89;28;42;0,833 ;54,5 ;47,2 ;0 ;12,4 ;-13 ;2,62 ;60,0 ;0 ;
1361 ;47:43,60 ;10129 ;7 ;89;28;44;0,766 ;54,4 ;49,2 ;0 ;12,4 ;-9 ;2,62 ;60,0 ;0 ;
1361 ;47:43,70 ;10129 ;7 ;89;28;44;0,766 ;54,4 ;49,2 ;0 ;12,4 ;-9 ;2,62 ;60,0 ;0 ;
1361 ;47:43,80 ;10751 ;15 ;89;28;51;0,739 ;56,2 ;52,6 ;0 ;12,4 ;-6 ;2,68 ;55,4 ;0 ;
1361 ;47:43,90 ;10751 ;15 ;89;28;51;0,739 ;56,2 ;52,6 ;0 ;12,4 ;-6 ;2,68 ;55,4 ;0 ;
1361 ;47:44,00 ;11343 ;28 ;89;28;53;0,759 ;55,3 ;55,1 ;0 ;12,2 ;0 ;3,13 ;46,8 ;0 ;
1361 ;47:44,10 ;11343 ;28 ;89;28;53;0,759 ;55,3 ;55,1 ;0 ;12,2 ;0 ;3,13 ;46,8 ;0 ;
1361 ;47:44,20 ;11349 ;29 ;89;28;54;0,774 ;54,8 ;55,1 ;0 ;12,3 ;0 ;3,19 ;46,8 ;0 ;
1361 ;47:44,30 ;11349 ;29 ;89;28;54;0,774 ;54,8 ;55,1 ;0 ;12,3 ;0 ;3,19 ;46,8 ;0 ;
